# id: cet6-core
# title: CET-6 重点词
# exam: CET-6
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-6 重点词，用于进阶强化与冲刺。
# accent: cobalt
kind	term	pronunciation	meaning	phrases	example	tags
word	expertise	[ˌekspɜːˈtiːz]	n. 专门技能(知识)		Try to recall "expertise" before checking the answer.	core,official
word	expire	[ɪkˈspaɪə]	v. 1. 期满，终止 2. 死亡 3. 呼出，吐气		Try to recall "expire" before checking the answer.	core,official
word	explicit	[ikˈsplisit]	a. 详述的，清楚的，直言的		Try to recall "explicit" before checking the answer.	core,official
word	exploit 1	[ɪkˈsplɔɪt]	v. 1. 开拓，开发，开采 2. 利用，剥削 exploitation		Try to recall "exploit 1" before checking the answer.	core,official
word	exploit 2	[ˈeksplɔɪt]	n. 英勇(冒险)的行为(事迹)，功勋		Try to recall "exploit 2" before checking the answer.	core,official
word	explore	[ɪkˈsplɔː]	v. 1. 探究，探索 2. 勘探，探险，探测		Try to recall "explore" before checking the answer.	core,official
word	expose	[ɪkˈspəʊz]	v. 1. 揭露，暴露，曝光 2. 使无遮蔽，使遭受，使处于…作用(影响)下 3. 陈列，使被看到		Try to recall "expose" before checking the answer.	core,official
word	exposition	[ˌekspəˈzɪʃən]	n. 1. 解释，讲解，说明 2. 展出，展览会		Try to recall "exposition" before checking the answer.	core,official
word	expression	[ɪkˈspreʃən]	n. 1. 表示，表达(方式)，词语 2. 表情，神色 3. 表露，体现		Try to recall "expression" before checking the answer.	core,official
word	exquisite	[ˈekskwɪzɪt]	adj. 精美的，精致的，精湛的		Try to recall "exquisite" before checking the answer.	core,official
word	extensive	[ɪkˈstensɪv]	adj. 1. 广阔的，广泛的，广大的 2. 全面的，彻底的，大量的		Try to recall "extensive" before checking the answer.	core,official
word	extent	[ɪkˈstent]	n. 1. 范围，广度，长度 2. 程度，限度 || to some extent在某种程度上		Try to recall "extent" before checking the answer.	core,official
word	external	[ɪkˈstɜːnəl]	adj. 1. 外部的，外面的，外表的 2. 外来的，外界的，对外的		Try to recall "external" before checking the answer.	core,official
word	extinct	[ɪkˈstɪŋkt]	adj. 1. 灭绝的，绝种的 2. (火山)死的，熄灭的 3. 消亡的，破灭的		Try to recall "extinct" before checking the answer.	core,official
word	extinguish	[ɪkˈstɪŋɡwɪʃ]	v. 1. 熄灭，扑灭 2. 破灭，幻灭，使消亡 3. 压制，压抑		Try to recall "extinguish" before checking the answer.	core,official
word	extract 1	[ɪkˈstrækt]	v. 1. 拔出，拉出，得到 2. 榨取，提取，吸取，提取物，精，汁		Try to recall "extract 1" before checking the answer.	core,official
word	extract 2	[ˈekstrækt]	n. 节录，引文，选段		Try to recall "extract 2" before checking the answer.	core,official
word	extraordinary	[ɪkˈstrɔːdənəri]	adj. 1. 非常的，特别的，破例的 2. 离奇的，使人惊奇的，非凡的		Try to recall "extraordinary" before checking the answer.	core,official
word	extravagant	[ɪkˈstrævəɡənt]	adj. 1. 浪费的，奢侈的 2. 过度的，放肆的		Try to recall "extravagant" before checking the answer.	core,official
word	extreme	[ɪkˈstriːm]	adj. 1. 末端的，极端的，尽头的 2. 极度的，偏激的，过分的 n. 极端，极度(状态)，过分		Try to recall "extreme" before checking the answer.	core,official
word	fabric	[ˈfæbrɪk]	n. 1. 织物，织品 2. 质地，构造，结构		Try to recall "fabric" before checking the answer.	core,official
word	fabricate	[ˈfæbrɪkeɪt]	v. 捏造，编造，虚构		Try to recall "fabricate" before checking the answer.	core,official
word	facet	[ˈfæsɪt]	n. 1. (宝石等的)琢面 2. (事物等的)一面，方面		Try to recall "facet" before checking the answer.	core,official
word	facilitate	[fəˈsɪlɪteɪt]	v. 使容易，使便利，促进		Try to recall "facilitate" before checking the answer.	core,official
word	factor	[ˈfæktə]	n. 因素，要素		Try to recall "factor" before checking the answer.	core,official
word	faculty	[ˈfækəltɪ]	n. 1. 天赋，才能，官能 2. (大学的)系、科，学院 3. (院系的)全体教师，(某一职业的)全体从业人员		Try to recall "faculty" before checking the answer.	core,official
word	faith	[feɪθ]	n. 1. 信任，信念 2. 信仰，信条 3. 信义，诚意，忠诚 4. 保证，诺言，约定 || have faith in信任		Try to recall "faith" before checking the answer.	core,official
word	fake	[feɪk]	n. 假货，赝品，骗人诡计 adj. 假的，冒充的 v. 伪造，假装，捏造		Try to recall "fake" before checking the answer.	core,official
word	famine	[ˈfæmɪn]	n. 饥荒		Try to recall "famine" before checking the answer.	core,official
word	fantastic	[fænˈtæstɪk]	adj. 1. 极好的，美妙的 2. 不切实际的，异想天开的，古怪的		Try to recall "fantastic" before checking the answer.	core,official
word	fantasy	[ˈfæntəsɪ]	n. 想象，幻想		Try to recall "fantasy" before checking the answer.	core,official
word	fascinate	[ˈfæsɪneɪt]	v. 迷住，使神魂颠倒，强烈地吸引		Try to recall "fascinate" before checking the answer.	core,official
word	fatal	[ˈfeɪtəl]	adj. 致命的，毁灭性的		Try to recall "fatal" before checking the answer.	core,official
word	fatigue	[fəˈtiːɡ]	n. 疲劳，劳累		Try to recall "fatigue" before checking the answer.	core,official
word	feasible	[ˈfiːzəbl]	adj. 可行的，可能的，行得通的		Try to recall "feasible" before checking the answer.	core,official
word	feast	[fiːst]	n. 盛宴，宴会 v. 大吃大喝，尽情地吃 || feast one’s eyes on尽情地欣赏，饱眼福		Try to recall "feast" before checking the answer.	core,official
word	feature	[ˈfiːtʃə]	n. 1. 面貌的一部分，脸形 2. (pl)面貌，相貌 3. 特征，特点，特色 4. (电 影)正片，故事片(报纸等的)特写 v. 是…的特色，以…为特色		Try to recall "feature" before checking the answer.	core,official
word	federal	[ˈfedərəl]	adj. 联邦的，联盟的，联合的		Try to recall "federal" before checking the answer.	core,official
word	federation	[ˌfedəˈreɪʃən]	n. 联盟，联邦，同盟		Try to recall "federation" before checking the answer.	core,official
word	feeble	[ˈfiːbl]	adj. 虚弱的，软弱的，微弱的		Try to recall "feeble" before checking the answer.	core,official
word	fellowship	[ˈfeləʊʃɪp]	n. 1. 团体，协会 2. 友谊，交情 3. 学院董事(研究员)的职位		Try to recall "fellowship" before checking the answer.	core,official
word	feminine	[ˈfemənɪn]	adj. 女性的，适于女子的，阴性的		Try to recall "feminine" before checking the answer.	core,official
word	ferry	[ˈferɪ]	n. 渡船，渡口，摆渡 v. 渡运，运送，摆渡		Try to recall "ferry" before checking the answer.	core,official
word	fertilizer	[ˈfɜːtɪlaɪzə]	n. 化肥，肥料		Try to recall "fertilizer" before checking the answer.	core,official
word	fiction	[ˈfɪkʃən]	n. 小说，虚构的事，杜撰的故事		Try to recall "fiction" before checking the answer.	core,official
word	figure	[ˈfɪɡə]	n. 1. 外形，体形，轮廓 2. 数字，位数，符号 3. 图形，图表 4. 人物，身份，地 位 5. 价格，估价 v. 1. 扮演角色，塑造，描述 2. 计算 3. 估计，以为，想象 || figure out ①想出，理解，明白②计算出，解决		Try to recall "figure" before checking the answer.	core,official
word	finance	[ˈfaɪnæns]	n. 1. 财政，财务 2. 资金，经费 3. (pl)财源，岁入，基金 v. 为…提供资金(经费)		Try to recall "finance" before checking the answer.	core,official
word	financial	[faɪˈnænʃəl]	adj. 财政的，金融的 financially		Try to recall "financial" before checking the answer.	core,official
word	finite	[ˈfaɪnaɪt]	adj. 1. 限定的，有限的 2. (动词)限定式的		Try to recall "finite" before checking the answer.	core,official
word	fitting	[ˈfɪtɪŋ]	adj. 适合的，恰当的，相称的 n. 1. 试穿 2. 装配，修整 3. (pl)(房屋内的)固定装置，设备，配件		Try to recall "fitting" before checking the answer.	core,official
word	fixture	[ˈfɪkstʃə]	n. 1. 固定装置 2. 预定举行的体育比赛		Try to recall "fixture" before checking the answer.	core,official
word	flank	[flæŋk]	n. 腰窝，侧翼 v. 位于…的侧面		Try to recall "flank" before checking the answer.	core,official
word	flap	[flæp]	v. 1. 拍打，拍动，摆动 2. (鸟)振(翅) 3. 平卧，垂下 n. 1. 拍打，拍动，(鸟的)振翅 2. 下垂物，覆盖物 3. (袋)盖，(帽)边，信封口盖		Try to recall "flap" before checking the answer.	core,official
word	flare 1	[fleə]	v. 1. (火焰)摇曳，闪耀，闪光 2. 突然发怒(激动),突发 n. 1. 闪烁，闪现，闪亮 2. 闪光信号，照明弹		Try to recall "flare 1" before checking the answer.	core,official
word	flare 2	[fleə]	v. (使)呈喇叭形展开 n. (pl)喇叭裤		Try to recall "flare 2" before checking the answer.	core,official
word	flask	[flɑːsk]	n. (实验用的)烧瓶，长颈瓶，冷(热)水瓶，保温瓶		Try to recall "flask" before checking the answer.	core,official
word	flat 1	[flæt]	n. 一套房间，公寓		Try to recall "flat 1" before checking the answer.	core,official
word	flat 2	[flæt]	adj. 1. 平的，平坦的，扁平的 2. 平伸的，平展的 3. 浅的，薄的，漏气的 4. 无生气的，单调乏味的 5. 断然的，干脆的，直截了当的 6. (电池等)电力不足的		Try to recall "flat 2" before checking the answer.	core,official
word	flatter	[ˈflætə]	v. 1. 奉承，恭维 2. 使高兴，使满意		Try to recall "flatter" before checking the answer.	core,official
word	flaw	[flɔː]	n. 缺点，缺陷，瑕疵 v. 使有缺陷，损害		Try to recall "flaw" before checking the answer.	core,official
word	flexible	[ˈfleksəbl]	adj. 1. 柔韧的，易弯曲的 2. 可变通的，灵活的，易适应的		Try to recall "flexible" before checking the answer.	core,official
word	fling	[flɪŋ]	v. 投，抛，摔 n. 悠情放纵，尽情欢乐， 一时的(常为放纵的)行乐		Try to recall "fling" before checking the answer.	core,official
word	flip	[flɪp]	v. 1. 把…抛向空中，捻，快速地翻转(猛然移动) 2. 大怒，强烈地反应 n. 轻弹(打、抛)		Try to recall "flip" before checking the answer.	core,official
word	float	[fləʊt]	v. 1. 漂浮，浮动，漂 2. 成立 3. 建议 n. 1. 漂浮，漂浮物，浮标 2. 游行花车		Try to recall "float" before checking the answer.	core,official
word	fluctuate	[ˈflʌktʃʊeɪt]	v. 波动，变动，涨落		Try to recall "fluctuate" before checking the answer.	core,official
word	flush 1	[flʌʃ]	v. 1. 冲洗，清除 2. 脸红，发红，发亮 3. 涌流 4. (使)兴奋，激动 n. 1. 红晕，潮红 2. 急流，冲洗 3. 兴奋，一阵感情		Try to recall "flush 1" before checking the answer.	core,official
word	flush 2	[flʌʃ]	adj. 1. 富裕的，充足的 2. 和…齐平		Try to recall "flush 2" before checking the answer.	core,official
word	flutter	[ˈflʌtə]	v. &n. 1. 振翅，拍翼 2. 飘动，摆动 3. 激动，紧张，兴奋		Try to recall "flutter" before checking the answer.	core,official
word	foam	[fəʊm]	n. 1. 泡沫，(马等的)涎沫(大汗)，白沫 2. 泡沫材料 v. 1. 起泡沫，冒汗 2. 吐白沫，唾沫四溅		Try to recall "foam" before checking the answer.	core,official
word	focus	[ˈfəʊkəs]	n. 1. 焦点，焦距，聚焦 2. 中心，集中点 v. 1. 聚焦，集中 2. 调节…的焦距		Try to recall "focus" before checking the answer.	core,official
word	foil 1	[fɔɪl]	v. 阻挠，使挫败		Try to recall "foil 1" before checking the answer.	core,official
word	foil 2	[fɔɪl]	n. 1. 锡纸，箔 2. 陪衬，衬托物		Try to recall "foil 2" before checking the answer.	core,official
word	foil 3	[fɔɪl]	n. 花剑		Try to recall "foil 3" before checking the answer.	core,official
word	fold 1	[fəʊld]	v. 1. 折叠，对折 2. 交叠，缠绕，拥抱 3. 包，裹 4. 倒闭，结束 n. 折，褶痕，褶皱		Try to recall "fold 1" before checking the answer.	core,official
word	fold 2	[fəʊld]	n. 1. 羊栏 2. 具同一宗教信仰的人们		Try to recall "fold 2" before checking the answer.	core,official
word	force	[fɔːs]	n. 1. 力，力量，力气 2. 势力，威力，影响力 3. 军队，兵力，队伍 4. 武力，暴力，压力 5. 效力，约束力，控制力 6. (pl)三军，军队 || by force凭借暴力，强迫地 v. 1. 强迫，强加，逼 2. 用强暴手段得到，促使		Try to recall "force" before checking the answer.	core,official
word	foremost	[ˈfɔːməʊst]	adj. 最著名的，最重要的，最好的		Try to recall "foremost" before checking the answer.	core,official
word	foresee	[fɔːˈsiː]	v. 预见，预矢口		Try to recall "foresee" before checking the answer.	core,official
word	forge 1	[fɔːdʒ]	v. 1. 伪造，假冒 2. 锤炼，打制，使形成		Try to recall "forge 1" before checking the answer.	core,official
word	forge 2	[fɔːdʒ]	v. 稳步前进		Try to recall "forge 2" before checking the answer.	core,official
word	formal	[ˈfɔːməl]	adj. 1. 正式的，正规的，适于正式场合的 2. 匀称的，有条理的，整齐的 3. 外形的，表面的，形式上的 4. 拘谨的，拘泥于形式的 5. 礼节的，例行的		Try to recall "formal" before checking the answer.	core,official
word	format	[ˈfɔːmæt]	n. 样式，格式，板式 v. 编排格式，使(电脑硬、磁盘)格式化		Try to recall "format" before checking the answer.	core,official
word	formidable	[ˈfɔːmɪdəbl]	adj. 1. 大而可怕的，令人畏惧的 2. 难以应付的，难以战胜的		Try to recall "formidable" before checking the answer.	core,official
word	formula	[ˈfɔːmjʊlə]	n. 1. 公式，程式 2. 处方，配方 3. 准则，方案 4. 惯例，常规 5. 惯用语，俗套话		Try to recall "formula" before checking the answer.	core,official
word	formulate	[ˈfɔːmjʊleɪt]	v. 1. 使公式化 2. 确切地表述，构想，制订		Try to recall "formulate" before checking the answer.	core,official
word	fort	[fɔːt]	n. 要塞，堡垒		Try to recall "fort" before checking the answer.	core,official
word	forthcoming	[ˌfɔːθˈkʌmɪŋ]	adj. 1. 即将发生的，即将来到的 2. 现成的，随要随有的 3. 乐于助人的		Try to recall "forthcoming" before checking the answer.	core,official
word	forum	[ˈfɔːrəm]	n. 讲坛，讨论会场，论坛		Try to recall "forum" before checking the answer.	core,official
word	fossil	[ˈfɒsəl]	n. 化石		Try to recall "fossil" before checking the answer.	core,official
word	foster	[ˈfɒstə]	v. 1. 鼓励，促进，培育 2. 收养(小孩)，养育，抚养		Try to recall "foster" before checking the answer.	core,official
word	foul 1	[faʊl]	adj. 1. 难闻的，恶臭的，腐败的 2. 下流的，邪恶的，不正当的 3. 污浊的，肮脏的 v. 1. 弄脏，污染 2. 玷污，败坏		Try to recall "foul 1" before checking the answer.	core,official
word	foul 2	[faʊl]	n. & v. 犯规 adj. 违反规则的，犯规的		Try to recall "foul 2" before checking the answer.	core,official
word	fraction	[ˈfrækʃən]	n. 1. 分数 2. 小部分，片断，碎片 3. 一点		Try to recall "fraction" before checking the answer.	core,official
word	fracture	[ˈfræktʃə]	n. 骨折，折断，破裂 v. (使)破裂，(使)折断，破碎		Try to recall "fracture" before checking the answer.	core,official
word	fragile	[ˈfrædʒaɪl]	adj. 1. 易碎的，脆的，易坏的 2. 脆弱的，虚弱的		Try to recall "fragile" before checking the answer.	core,official
word	fragrance	[ˈfreɪɡrəns]	n. 1. 芳香，香味 2. 香料，香水		Try to recall "fragrance" before checking the answer.	core,official
word	frantic	[ˈfræntɪk]	adj. 1. (因恐惧、焦急、喜悦等)发狂(似)的，发疯的 2. 狂乱的，令人绝望的，不顾一切的		Try to recall "frantic" before checking the answer.	core,official
word	fraud	[frɔːd]	n. 1. 欺骗(行为)，诈骗(罪) 2. 骗子，冒名顶替者		Try to recall "fraud" before checking the answer.	core,official
word	frequency	[ˈfriːkwənsɪ]	n. 1. 次数，重复发生率 2. 频繁，频率，周率		Try to recall "frequency" before checking the answer.	core,official
word	frequent	[ˈfriːkwənt]	adj. 1. 时常发生的，频繁的 2. 经常的，常见的		Try to recall "frequent" before checking the answer.	core,official
word	friction	[ˈfrɪkʃən]	n. 摩擦(力)，冲突，不和		Try to recall "friction" before checking the answer.	core,official
word	fringe	[frɪndʒ]	n. 1. 刘海，额前短发 2. 饰边，流苏，穗子 3. 边缘，外围 v. 饰…的边，以…为界，围绕		Try to recall "fringe" before checking the answer.	core,official
word	fuel	[ˈfjuːəl]	n. 燃料，养料 v. 给…加燃料，加油		Try to recall "fuel" before checking the answer.	core,official
word	fulfill	[fulˈfil]	v. 1. 实行，完成 2. 实践，履行		Try to recall "fulfill" before checking the answer.	core,official
word	function	[ˈfʌŋkʃən]	n. 1. 功能，用途，职责 2. 官能，机能 3. 重大聚会，盛大的社交集会 v. 1. 活动，运转，工作 2. 行使职责，起作用 functional		Try to recall "function" before checking the answer.	core,official
word	fund	[fʌnd]	n. 1. (pl)资金，存款，公债 2. 基金，专款，储备 v. 为…提供资金，资助，积累		Try to recall "fund" before checking the answer.	core,official
word	fundamental	[ˌfʌndəˈmentəl]	adj. 1. 基础的，基本的，重要的 2. 起始的，主要的，固有的 n. (pl)基本原则(原理)，根本法则(规律)，纲要		Try to recall "fundamental" before checking the answer.	core,official
word	furious	[ˈfjʊərɪəs]	adj. 1. 狂怒的，暴怒的 2. 狂暴的，猛烈的，强烈的		Try to recall "furious" before checking the answer.	core,official
word	furnish	[ˈfɜːnɪʃ]	v. 供应，提供，为…配备家具		Try to recall "furnish" before checking the answer.	core,official
word	furniture	[ˈfɜːnɪtʃə]	n. 家具		Try to recall "furniture" before checking the answer.	core,official
word	furthermore	[ˌfəːðəˈmɔː]	adv. 再者，此外，并且		Try to recall "furthermore" before checking the answer.	core,official
word	fury	[ˈfjʊərɪ]	n. 1. 愤怒，狂怒 2. 狂暴，猛烈		Try to recall "fury" before checking the answer.	core,official
word	fuse 1	[fjuːz]	n. 保险丝，熔丝 v. 1. 熔(化)，熔合，混合 2. (由于保险丝烧断而)电路不通		Try to recall "fuse 1" before checking the answer.	core,official
word	fuse 2	[fjuːz]	n. 导火线，引线		Try to recall "fuse 2" before checking the answer.	core,official
word	fusion	[ˈfjuːʒən]	n. 融合，熔合，聚变		Try to recall "fusion" before checking the answer.	core,official
word	galaxy	[ˈɡæləksɪ]	n. 1. 星系 2. (cap)银河系 3. 一群(杰出或著名的人物)		Try to recall "galaxy" before checking the answer.	core,official
word	gamble	[ˈɡæmbl]	v. 赌博，打赌 n. 赌博，投机，冒险		Try to recall "gamble" before checking the answer.	core,official
word	garbage	[ˈɡɑːbɪdʒ]	n. 垃圾		Try to recall "garbage" before checking the answer.	core,official
word	garment	[ˈɡɑːmənt]	n. 1. (一件)衣服(指长袍，外套) 2. (pl)服装，衣着 3. 外衣		Try to recall "garment" before checking the answer.	core,official
word	gasp	[ɡɑːsp]	v. 1. 喘气，喘息，透不过气 2. 气吁吁地说 n. 喘气，喘息		Try to recall "gasp" before checking the answer.	core,official
word	gauge	[ɡeɪdʒ]	n. 1. 量具，量器 2. 规格，标准，尺度 v. 1. 量，测量 2. 估计，判定		Try to recall "gauge" before checking the answer.	core,official
word	gaze	[ɡeɪz]	v. 凝视，注视，盯 n. 凝视，注视		Try to recall "gaze" before checking the answer.	core,official
word	gear	[ɡɪə]	n. 1. 齿轮 2. 一套用具		Try to recall "gear" before checking the answer.	core,official
word	generalize	[ˈdʒenәrәlaiz]	v. 1. 一般化，概括，推广 2. 形成概念，笼统讲		Try to recall "generalize" before checking the answer.	core,official
word	generate	[ˈdʒenəreɪt]	v. 使发生，引起，生成		Try to recall "generate" before checking the answer.	core,official
word	generous	[ˈdʒenərəs]	adj. 1. 宽宏大量的，慷慨的 2. 丰富的，丰盛的		Try to recall "generous" before checking the answer.	core,official
word	genetic	[dʒɪˈnetɪk]	adj. 遗传(学)的		Try to recall "genetic" before checking the answer.	core,official
word	genuine	[ˈdʒenjʊɪn]	adj. 1. 真正的，名副其实的 2. 真诚的，坦率的 3. 纯血统的		Try to recall "genuine" before checking the answer.	core,official
word	geology	[dʒɪˈɒlədʒɪ]	n. 地质学		Try to recall "geology" before checking the answer.	core,official
word	gigantic	[dʒaɪˈɡæntɪk]	adj. 巨大的，似巨人的		Try to recall "gigantic" before checking the answer.	core,official
word	giggle	[ˈɡɪɡl]	v. 吃吃地笑，咯咯地笑，傻笑		Try to recall "giggle" before checking the answer.	core,official
word	given	[ˈɡɪvən]	prep. 考虑到 adj. 特定的，规定的		Try to recall "given" before checking the answer.	core,official
word	glamour	[ˈglæmә]	n. 魅力，迷人的美，魔法 v. 迷惑		Try to recall "glamour" before checking the answer.	core,official
word	glance	[ɡlɑːns]	v. 1. 一瞥，扫视 2. 闪光，闪耀 n. 一瞥，眼光		Try to recall "glance" before checking the answer.	core,official
word	gland	[ɡlænd]	n. 腺		Try to recall "gland" before checking the answer.	core,official
word	glare	[ɡleə]	v. 1. 瞪眼，怒视 2. 令人眩目地照射，闪耀 n. 1. 令人目眩的光，强烈的阳光 2. 瞪眼，怒视		Try to recall "glare" before checking the answer.	core,official
word	gleam	[ɡliːm]	n. 1. 微光，闪光，一线光明 2. (希望、机智等的)闪现 v. 闪烁，隐约闪光		Try to recall "gleam" before checking the answer.	core,official
word	glide	[ɡlaɪd]	v. &n. 1. 滑动，滑行 2. 滑翔		Try to recall "glide" before checking the answer.	core,official
word	glitter	[ˈɡlɪtə]	v. &n. 闪光，反光		Try to recall "glitter" before checking the answer.	core,official
word	gloom	[ɡluːm]	n. 1. 黑暗，幽暗 2. 忧郁，阴沉		Try to recall "gloom" before checking the answer.	core,official
word	gloomy	[ˈɡluːmɪ]	adj. 1. 黑暗的，阴暗的，朦胧的 2. 令人沮丧的 3. 阴郁的，忧闷的，悲观的		Try to recall "gloomy" before checking the answer.	core,official
word	glow	[ɡləʊ]	v. 1. 发白热光，发光 2. 容光焕发，发热 n. 1. 白热光，光辉 2. 激情，热烈，兴高采烈		Try to recall "glow" before checking the answer.	core,official
word	gorgeous	[ˈɡɔːdʒəs]	adj. 1. 异常漂亮的，壮丽的 2. 令人愉快的		Try to recall "gorgeous" before checking the answer.	core,official
word	gossip	[ˈɡɒsɪp]	v. 闲聊 n. 1. 闲谈，聊天，流言蜚语 2. 喜欢拨弄是非的人		Try to recall "gossip" before checking the answer.	core,official
word	gown	[ɡaʊn]	n. 长袍，长外衣 v. 使穿长袍，使穿礼服		Try to recall "gown" before checking the answer.	core,official
word	gracious	[ˈɡreɪʃəs]	adj. 1. 宽厚的，仁慈的，和蔼的 2. 优美的，雅致的		Try to recall "gracious" before checking the answer.	core,official
word	graduate	[ˈɡrædʒʊeɪt]	v. 1. 毕业 2. 取得资格 [ˈɡrædʒʊət] n. 毕业生 adj. 1. 毕了业的 2. 研究生的		Try to recall "graduate" before checking the answer.	core,official
word	grain	[ɡreɪn]	n. 1. 谷物，谷类，粮食 2. 谷粒 3. 粒，细粒		Try to recall "grain" before checking the answer.	core,official
word	grant	[ɡrɑːnt]	v. 同意，准予(补助等),授予(权利等) || take sth for granted认为某事当然 n. 同意，准许，授予		Try to recall "grant" before checking the answer.	core,official
word	graphic	[ˈɡræfɪk]	adj. 1. 生动的，详细的 2. 图的，图解的 3. 书写的		Try to recall "graphic" before checking the answer.	core,official
word	grave 1	[ɡreɪv]	n. 墓穴，坟墓		Try to recall "grave 1" before checking the answer.	core,official
word	grave 2	[ɡreɪv]	adj. 1. 严重的，重大的 2. 严肃的，庄重的 3. 沉重的，阴沉的		Try to recall "grave 2" before checking the answer.	core,official
word	graze	[ɡreɪz]	v. (动物)吃草，放牧		Try to recall "graze" before checking the answer.	core,official
word	grease	[ɡriːs]	n. 动物脂，脂肪，润滑脂 v. 涂油脂于，用油脂润滑，使润滑		Try to recall "grease" before checking the answer.	core,official
word	grief	[ɡriːf]	n. 1. 悲痛，悲伤 2. 不幸，灾难，伤心事		Try to recall "grief" before checking the answer.	core,official
word	grieve	[ɡriːv]	v. 1. 感到悲痛，伤心 2. 使伤心，使悲痛		Try to recall "grieve" before checking the answer.	core,official
word	grim	[ɡrɪm]	adj. 1. 严肃的，严厉的，可怕的 2. 严峻的，严酷的，冷酷的		Try to recall "grim" before checking the answer.	core,official
word	grin	[ɡrɪn]	v. &n. 露齿笑，咧着嘴笑		Try to recall "grin" before checking the answer.	core,official
word	grip	[ɡrɪp]	n. 1. 紧握，紧咬，紧夹 2. 掌握，支配，控制 v. 1. 握(咬、夹)牢 2. 掌握，支配，控制		Try to recall "grip" before checking the answer.	core,official
word	groan	[ɡrəʊn]	v. 哼，呻吟 n. 呻吟声，哼声		Try to recall "groan" before checking the answer.	core,official
word	groove	[ɡruːv]	n. 沟，槽		Try to recall "groove" before checking the answer.	core,official
word	grope	[ɡrəʊp]	v. 1. (暗中) 摸索 2. 探索 n. 摸索		Try to recall "grope" before checking the answer.	core,official
word	gross 1	[ɡrəʊs]	adj. 1. 明显的，严重的 2. 粗野的，下流的 3. 总的，总共的，全部的		Try to recall "gross 1" before checking the answer.	core,official
word	gross 2	[ɡrəʊs]	n. (一)罗(计量单位，等于 12打)		Try to recall "gross 2" before checking the answer.	core,official
word	guarantee	[ˌɡærənˈtiː]	n. 保证，保证书 v. 保证，担保		Try to recall "guarantee" before checking the answer.	core,official
word	guardian	[ˈɡɑːdɪən]	n. 1. 保护人，监护人 2. 守卫者，保护者		Try to recall "guardian" before checking the answer.	core,official
word	hamper	[ˈhæmpə]	v. 阻碍，妨碍		Try to recall "hamper" before checking the answer.	core,official
word	handbook	[ˈhændbʊk]	n. 手册，指南		Try to recall "handbook" before checking the answer.	core,official
word	handicap	[ˈhændɪkæp]	n. 1. 不利因素，障碍 2. 缺陷，残疾 v. . 1. 给…设置不利条件，妨碍 2. 使身心残障而不能正常活动(生活)		Try to recall "handicap" before checking the answer.	core,official
word	hardy	[ˈhɑːdɪ]	adj. 能吃苦耐劳的，强壮的，耐寒的		Try to recall "hardy" before checking the answer.	core,official
word	harmony	[ˈhɑːmənɪ]	n. 1. 调和，一致，和谐 2. 和睦，友好		Try to recall "harmony" before checking the answer.	core,official
word	hasty	[ˈheɪstɪ]	adj. 1. 仓促的，匆忙的 2. 轻率的，鲁莽的，性急的		Try to recall "hasty" before checking the answer.	core,official
word	hatch 1	[hætʃ]	v. 1. 孵，孵化 2. 酝酿(计划)，筹划		Try to recall "hatch 1" before checking the answer.	core,official
word	hatch 2	[hætʃ]	n. (门、地板·墙等上的)开口		Try to recall "hatch 2" before checking the answer.	core,official
word	hatred	[ˈheɪtrɪd]	n. 仇恨，憎恶，敌意		Try to recall "hatred" before checking the answer.	core,official
word	haul	[hɔːl]	v. 用力拖(拉) n. 1. 一网渔获量，一次得到的数量 2. 拖运的距离(路程)		Try to recall "haul" before checking the answer.	core,official
word	haunt	[hɔːnt]	v. 出没，常去，萦绕 n. (usu pl)常去之处		Try to recall "haunt" before checking the answer.	core,official
word	hawk 1	[hɔːk]	n. 鹰，硬派人物		Try to recall "hawk 1" before checking the answer.	core,official
word	hawk 2	[hɔːk]	v. 沿街叫卖，吃喝		Try to recall "hawk 2" before checking the answer.	core,official
word	hazard	[ˈhæzəd]	n. 危险，冒险，危害物 v. 冒险提出，尝试，使担风险 hazardous		Try to recall "hazard" before checking the answer.	core,official
word	heap	[hiːp]	n. 1. (一)堆 2. 大量，许多 v. 堆积，堆起，积累		Try to recall "heap" before checking the answer.	core,official
word	heave	[hiːv]	v. 1. 举起，拉，拖 2. 投掷 3. (有节奏地)起伏		Try to recall "heave" before checking the answer.	core,official
word	heel	[hiːl]	n. 1. (足)跟，(鞋、袜等)后跟 2. 后部 || at sb’s heels; on sb’s heels紧跟在某人后面 v. 给(鞋)装跟，紧跟		Try to recall "heel" before checking the answer.	core,official
word	heighten	[ˈhaɪtən]	v. 1. 加高，提高 2. 增加，增大		Try to recall "heighten" before checking the answer.	core,official
word	heir	[eə]	n. 后嗣，继承人		Try to recall "heir" before checking the answer.	core,official
word	hemisphere	[ˈhemɪˌsfɪə]	n. 1. (地球、天体的)半球，半球上所有的国家(居民) 2. (活动、知识等的)范围(领域)		Try to recall "hemisphere" before checking the answer.	core,official
word	henceforth	[ˌhensˈfɔːθ]	adv. 从今以后，今后		Try to recall "henceforth" before checking the answer.	core,official
word	herb	[hɜːb]	n. 草本植物，药草，香草		Try to recall "herb" before checking the answer.	core,official
word	heritage	[ˈherɪtɪdʒ]	n. 文化遗产，继承物		Try to recall "heritage" before checking the answer.	core,official
