# id: cet4-core
# title: CET-4 重点词
# exam: CET-4
# track: Core Vocabulary
# description: 基于公开词表整理的 CET-4 重点词，用于速刷与拼写回忆。
# accent: amber
kind	term	pronunciation	meaning	phrases	example	tags
word	carpet	[ˈkɑːpit]	n.地毯，毡毯，毛毯		Try to recall "carpet" before checking the answer.	core,official
word	carriage	[ˈkæridʒ]	n.客车厢；四轮马车		Try to recall "carriage" before checking the answer.	core,official
word	carrier	[ˈkæriə]	n.运输工具；运载工具		Try to recall "carrier" before checking the answer.	core,official
word	carrot	[ˈkærət]	n.胡罗卜		Try to recall "carrot" before checking the answer.	core,official
word	carry	[ˈkæri]	vt.携带；运载；传送		Try to recall "carry" before checking the answer.	core,official
word	cart	[kɑːt]	n.二轮运货马车		Try to recall "cart" before checking the answer.	core,official
word	carve	[kɑːv]	vt.刻，雕刻；切开		Try to recall "carve" before checking the answer.	core,official
word	case	[keis]	n.情况；事实；病例		Try to recall "case" before checking the answer.	core,official
word	cash	[kæ∫]	n.现金，现款		Try to recall "cash" before checking the answer.	core,official
word	cassette	[kɑːˈset]	n.盒式录音带；盒子		Try to recall "cassette" before checking the answer.	core,official
word	cast	[kɑːst]	vt.投，扔，抛；浇铸		Try to recall "cast" before checking the answer.	core,official
word	castle	[ˈkæsl]	n.城堡；巨大建筑物		Try to recall "castle" before checking the answer.	core,official
word	casual	[ˈkæʒuəl]	a.偶然的；随便的		Try to recall "casual" before checking the answer.	core,official
word	cat	[kæt]	n.猫，猫科，猫皮		Try to recall "cat" before checking the answer.	core,official
word	catalog	[ˈkætəlɔg]	n.目录，目录册		Try to recall "catalog" before checking the answer.	core,official
word	catch	[kæt∫]	vt.捉住；赶上；领会		Try to recall "catch" before checking the answer.	core,official
word	cathedral	[kəˈθiːdrəl]	n.总教堂；大教堂		Try to recall "cathedral" before checking the answer.	core,official
word	cattle	[ˈkætl]	n.牛；牲口，家畜		Try to recall "cattle" before checking the answer.	core,official
word	cause	[kɔːz]	n.原因，理由；事业		Try to recall "cause" before checking the answer.	core,official
word	cave	[keiv]	n.山洞，洞穴，窑洞		Try to recall "cave" before checking the answer.	core,official
word	cease	[siːs]	vi.&vi.&n.停止，停息		Try to recall "cease" before checking the answer.	core,official
word	ceiling	[ˈsiːliŋ]	n.天花板，顶蓬		Try to recall "ceiling" before checking the answer.	core,official
word	celebrate	[ˈselibreit]	vt.庆祝；歌颂，赞美		Try to recall "celebrate" before checking the answer.	core,official
word	cell	[sel]	n.细胞；小房间		Try to recall "cell" before checking the answer.	core,official
word	cellar	[ˈselə]	n.地窑，地下室		Try to recall "cellar" before checking the answer.	core,official
word	cement	[siˈment]	n.水泥；胶泥 vt.粘结		Try to recall "cement" before checking the answer.	core,official
word	cent	[sent]	n.分；分币；百		Try to recall "cent" before checking the answer.	core,official
word	centigrade	[ˈsentigreid]	a.百分度的		Try to recall "centigrade" before checking the answer.	core,official
word	centimetre	[ˈsentiˌmiːtə]	n.公分，厘米		Try to recall "centimetre" before checking the answer.	core,official
word	central	[ˈsentr(ə)l]	a.中心的；主要的		Try to recall "central" before checking the answer.	core,official
word	centre	[ˈsentə]	n.中心；中枢 vt.集中		Try to recall "centre" before checking the answer.	core,official
word	century	[ˈsent∫uri]	n.世纪，百年		Try to recall "century" before checking the answer.	core,official
word	ceremony	[ˈseriməni]	n.典礼，仪式；礼节		Try to recall "ceremony" before checking the answer.	core,official
word	certain	[ˈsəːtən]	a.确实的；肯定的		Try to recall "certain" before checking the answer.	core,official
word	certainly	[ˈsəːtənli]	ad.一定，必定；当然		Try to recall "certainly" before checking the answer.	core,official
word	certainty	[ˈsəːtənti]	n.必然；肯定		Try to recall "certainty" before checking the answer.	core,official
word	certificate	[səˈtifikit]	n.证书，证件，执照		Try to recall "certificate" before checking the answer.	core,official
word	chain	[t∫ein]	n.链，链条，项圈		Try to recall "chain" before checking the answer.	core,official
word	chair	[t∫eə]	n.椅子；主席		Try to recall "chair" before checking the answer.	core,official
word	chairman	[ˈt∫eəmən]	n.主席；议长，会长		Try to recall "chairman" before checking the answer.	core,official
word	chalk	[t∫ɔːk]	n.白垩；粉笔		Try to recall "chalk" before checking the answer.	core,official
word	challenge	[ˈt∫ælindʒ]	n.挑战；要求，需要		Try to recall "challenge" before checking the answer.	core,official
word	chamber	[ˈt∫eimbə]	n.会议室；房间；腔		Try to recall "chamber" before checking the answer.	core,official
word	champion	[ˈt∫æmpjən]	n.冠军，得胜者		Try to recall "champion" before checking the answer.	core,official
word	chance	[t∫ɑːns]	n.机会，机遇；可能性		Try to recall "chance" before checking the answer.	core,official
word	change	[t∫eindʒ]	n.改变，变化；零钱		Try to recall "change" before checking the answer.	core,official
word	channel	[ˈt∫ænl]	n.海峡；渠道；频道		Try to recall "channel" before checking the answer.	core,official
word	chapter	[ˈt∫æptə]	n.章，回，篇		Try to recall "chapter" before checking the answer.	core,official
word	character	[ˈkæriktə]	n.性格；特性；角色		Try to recall "character" before checking the answer.	core,official
word	characteristic	[ˌkæriktəˈristik]	a.特有的 n.特性		Try to recall "characteristic" before checking the answer.	core,official
word	charge	[t∫ɑːdʒ]	vt.索价；控告 n.费用		Try to recall "charge" before checking the answer.	core,official
word	charity	[ˈt∫æriti]	n.施舍；慈善事业		Try to recall "charity" before checking the answer.	core,official
word	charming	[ˈt∫ɑːmiŋ]	a.迷人的，可爱的		Try to recall "charming" before checking the answer.	core,official
word	chart	[t∫ɑːt]	n.图，图表；海图		Try to recall "chart" before checking the answer.	core,official
word	chase	[t∫eis]	n.追逐，追赶，追求		Try to recall "chase" before checking the answer.	core,official
word	cheap	[t∫iːp]	a.廉价的；劣质的		Try to recall "cheap" before checking the answer.	core,official
word	cheat	[t∫iːt]	vt.骗取；哄 vi.行骗		Try to recall "cheat" before checking the answer.	core,official
word	check	[t∫ek]	vt.检查；制止 n.检查		Try to recall "check" before checking the answer.	core,official
word	cheek	[t∫iːk]	n.面颊，脸蛋		Try to recall "cheek" before checking the answer.	core,official
word	cheer	[t∫iə]	vt.使振作；欢呼		Try to recall "cheer" before checking the answer.	core,official
word	cheerful	[ˈt∫iəful]	a.快乐的，愉快的		Try to recall "cheerful" before checking the answer.	core,official
word	cheese	[t∫iːz]	n.乳酪，干酪		Try to recall "cheese" before checking the answer.	core,official
word	chemical	[ˈkemikəl]	a.化学的 n.化学制品		Try to recall "chemical" before checking the answer.	core,official
word	chemist	[ˈkemist]	n.化学家；药剂师		Try to recall "chemist" before checking the answer.	core,official
word	chemistry	[ˈkemistri]	n.化学		Try to recall "chemistry" before checking the answer.	core,official
word	cheque	[t∫ek]	n.支票		Try to recall "cheque" before checking the answer.	core,official
word	cherry	[ˈt∫eri]	n.樱桃；樱桃树		Try to recall "cherry" before checking the answer.	core,official
word	chess	[t∫es]	n.棋；国际象棋		Try to recall "chess" before checking the answer.	core,official
word	chest	[t∫est]	n.胸腔，胸膛；箱子		Try to recall "chest" before checking the answer.	core,official
word	chew	[t∫uː]	vt.咀嚼，嚼碎		Try to recall "chew" before checking the answer.	core,official
word	chicken	[ˈt∫ikin]	n.小鸡，小鸟；鸡肉		Try to recall "chicken" before checking the answer.	core,official
word	chief	[t∫iːf]	a.主要的；首席的		Try to recall "chief" before checking the answer.	core,official
word	child	[t∫aild]	n.小孩，儿童；儿子		Try to recall "child" before checking the answer.	core,official
word	childhood	[ˈt∫aildhud]	n.童年，幼年；早期		Try to recall "childhood" before checking the answer.	core,official
word	childish	[ˈt∫aildi∫]	a.孩子的；幼稚的		Try to recall "childish" before checking the answer.	core,official
word	chill	[t∫il]	vt.使变冷 n.寒冷		Try to recall "chill" before checking the answer.	core,official
word	chimney	[ˈt∫imni]	n.烟囱，烟筒；玻璃罩		Try to recall "chimney" before checking the answer.	core,official
word	chin	[t∫in]	n.颏，下巴		Try to recall "chin" before checking the answer.	core,official
word	China	[ˈt∫ainə]	n.中国		Try to recall "China" before checking the answer.	core,official
word	Chinese	[ˈt∫aiˈniːz]	a.中国的 n.中国人		Try to recall "Chinese" before checking the answer.	core,official
word	chocolate	[ˈt∫ɔkəlit]	n.巧克力；巧克力糖		Try to recall "chocolate" before checking the answer.	core,official
word	choice	[t∫ɔis]	n.选择，抉择		Try to recall "choice" before checking the answer.	core,official
word	choke	[t∫əuk]	vt.使窒息；塞满		Try to recall "choke" before checking the answer.	core,official
word	choose	[t∫uːz]	vt.选择，挑选；情愿		Try to recall "choose" before checking the answer.	core,official
word	chop	[t∫ɔp]	vt.砍，劈；切细 vi.砍		Try to recall "chop" before checking the answer.	core,official
word	Christian	[ˈkristjən]	n.基督教徒；信徒		Try to recall "Christian" before checking the answer.	core,official
word	Christmas	[ˈkrisməs]	n.圣诞节		Try to recall "Christmas" before checking the answer.	core,official
word	church	[t∫əːt∫]	n.教堂，礼拜堂；教会		Try to recall "church" before checking the answer.	core,official
word	cigarette	[sigəˈret]	n.香烟，纸烟，卷烟		Try to recall "cigarette" before checking the answer.	core,official
word	cinema	[ˈsinimə]	n.电影院；电影，影片		Try to recall "cinema" before checking the answer.	core,official
word	circle	[ˈsəːkl]	n.圆，圆周；圈子		Try to recall "circle" before checking the answer.	core,official
word	circuit	[ˈsəːkit]	n.电路；环行；巡行		Try to recall "circuit" before checking the answer.	core,official
word	circular	[ˈsəːkjulə]	a.圆的；循环的		Try to recall "circular" before checking the answer.	core,official
word	circulate	[ˈsəːkjuleit]	vt.使循环 vi.循环		Try to recall "circulate" before checking the answer.	core,official
word	circumference	[səˈkʌmfərəns]	n.圆周，周长，圆周线		Try to recall "circumference" before checking the answer.	core,official
word	circumstance	[ˈsəːkəmstəns]	n.情况，条件；境遇		Try to recall "circumstance" before checking the answer.	core,official
word	citizen	[ˈsitizn]	n.公民；市民，居民		Try to recall "citizen" before checking the answer.	core,official
word	city	[ˈsiti]	n.城市，都市		Try to recall "city" before checking the answer.	core,official
word	civil	[ˈsivl]	a.公民的；文职的		Try to recall "civil" before checking the answer.	core,official
word	civilization	[sivəliˈzei∫ən]	n.文明，文化；开化		Try to recall "civilization" before checking the answer.	core,official
word	civilize	[ˈsivilaiz]	vt.使文明；教育		Try to recall "civilize" before checking the answer.	core,official
word	claim	[kleim]	vt.声称，主张；索取		Try to recall "claim" before checking the answer.	core,official
word	clap	[klæp]	vi.拍手 vt.拍，轻拍		Try to recall "clap" before checking the answer.	core,official
word	clarify	[ˈklærifai]	vt.澄清，阐明		Try to recall "clarify" before checking the answer.	core,official
word	clasp	[klɑːsp]	n.扣子，钩子；别针		Try to recall "clasp" before checking the answer.	core,official
word	class	[klɑːs]	n.班，班级；阶级		Try to recall "class" before checking the answer.	core,official
word	classical	[ˈklæsikəl]	a.古典的；经典的		Try to recall "classical" before checking the answer.	core,official
word	classification	[ˌklæsifiˈkei∫ən]	n.分类/级;分类法		Try to recall "classification" before checking the answer.	core,official
word	classify	[ˈklæsifai]	vt.把…分类		Try to recall "classify" before checking the answer.	core,official
word	classmate	[ˈklɑːsmeit]	n.同班同学		Try to recall "classmate" before checking the answer.	core,official
word	classroom	[ˈklɑːsrum]	n.教室，课堂		Try to recall "classroom" before checking the answer.	core,official
word	claw	[klɔː]	n.爪，脚爪，螯		Try to recall "claw" before checking the answer.	core,official
word	clay	[klei]	n.粘土，泥土；肉体		Try to recall "clay" before checking the answer.	core,official
word	clean	[kliːn]	a.清洁的；纯洁的		Try to recall "clean" before checking the answer.	core,official
word	clear	[kliə]	a.清晰的 vt.清除		Try to recall "clear" before checking the answer.	core,official
word	clearly	[ˈkliəli]	ad.明白地，清晰地		Try to recall "clearly" before checking the answer.	core,official
word	clerk	[klərk]	n.店员；办事员，职员		Try to recall "clerk" before checking the answer.	core,official
word	clever	[ˈklevə]	a.聪明的；机敏的		Try to recall "clever" before checking the answer.	core,official
word	cliff	[klif]	n.悬崖，峭壁		Try to recall "cliff" before checking the answer.	core,official
word	climate	[ˈklaimit]	n.气候；风土，地带		Try to recall "climate" before checking the answer.	core,official
word	climb	[klaim]	vi.攀登，爬 vt.爬		Try to recall "climb" before checking the answer.	core,official
word	cloak	[kləuk]	n.斗篷；覆盖(物)		Try to recall "cloak" before checking the answer.	core,official
word	clock	[klɔk]	n.钟，仪表		Try to recall "clock" before checking the answer.	core,official
word	close	[kləuz]	vt.关，闭；结束		Try to recall "close" before checking the answer.	core,official
word	closely	[ˈkləuzli]	ad.紧密地，接近地		Try to recall "closely" before checking the answer.	core,official
word	cloth	[klɔ(ː)θ]	n.布；衣料；桌布		Try to recall "cloth" before checking the answer.	core,official
word	clothe	[kləuð]	vt.给…穿衣服		Try to recall "clothe" before checking the answer.	core,official
word	clothes	[kləuðz]	n.衣服，服装；被褥		Try to recall "clothes" before checking the answer.	core,official
word	clothing	[ˈkləuðiŋ]	n.衣服，被褥		Try to recall "clothing" before checking the answer.	core,official
word	cloud	[klaud]	n.云；云状物；阴影		Try to recall "cloud" before checking the answer.	core,official
word	cloudy	[ˈklaudi]	a.多云的；云一般的		Try to recall "cloudy" before checking the answer.	core,official
word	club	[klʌb]	n.俱乐部，夜总会		Try to recall "club" before checking the answer.	core,official
word	clue	[kluː]	n.线索，暗示，提示		Try to recall "clue" before checking the answer.	core,official
word	clumsy	[ˈklʌmzi]	a.笨拙的；愚笨的		Try to recall "clumsy" before checking the answer.	core,official
word	coach	[kəut∫]	n.长途公共汽车		Try to recall "coach" before checking the answer.	core,official
word	coal	[kəul]	n.煤，煤块		Try to recall "coal" before checking the answer.	core,official
word	coarse	[kɔːs]	a.粗的，粗糙的		Try to recall "coarse" before checking the answer.	core,official
word	coast	[kəust]	n.海岸，海滨(地区)		Try to recall "coast" before checking the answer.	core,official
word	coat	[kəut]	n.外套，上衣；表皮		Try to recall "coat" before checking the answer.	core,official
word	cock	[kɔk]	n.公鸡；雄禽；旋塞		Try to recall "cock" before checking the answer.	core,official
word	code	[kəud]	n.准则；法典；代码		Try to recall "code" before checking the answer.	core,official
word	coffee	[ˈkɔfi]	n.咖啡，咖啡茶		Try to recall "coffee" before checking the answer.	core,official
word	coil	[kɔil]	n.(一)卷；线圈 vt.卷		Try to recall "coil" before checking the answer.	core,official
word	coin	[kɔin]	n.硬币；铸造(硬币)		Try to recall "coin" before checking the answer.	core,official
word	cold	[kəuld]	a.冷的；冷淡的 n.冷		Try to recall "cold" before checking the answer.	core,official
word	collapse	[kəˈlæps]	vi.倒坍；崩溃，瓦解		Try to recall "collapse" before checking the answer.	core,official
word	collar	[ˈkɔlə]	n.衣领，项圈		Try to recall "collar" before checking the answer.	core,official
word	colleague	[ˈkɔliːg]	n.同事，同僚		Try to recall "colleague" before checking the answer.	core,official
word	collect	[kəˈlekt]	vt.收集 vi.收款		Try to recall "collect" before checking the answer.	core,official
word	collection	[kəˈlek∫ən]	n.搜集，收集；收藏品		Try to recall "collection" before checking the answer.	core,official
word	collective	[kəˈlektiv]	a.集体的；集合性的		Try to recall "collective" before checking the answer.	core,official
word	college	[ˈkɔlidʒ]	n.学院；大学		Try to recall "college" before checking the answer.	core,official
word	collision	[kəˈliʒən]	n.碰撞；冲突		Try to recall "collision" before checking the answer.	core,official
word	colonel	[ˈkəːnl]	n.陆军上校；中校		Try to recall "colonel" before checking the answer.	core,official
word	colony	[ˈkɔləni]	n.殖民地；侨居地		Try to recall "colony" before checking the answer.	core,official
word	color	[ˈkʌlə]	n.颜色，彩色；颜料		Try to recall "color" before checking the answer.	core,official
word	column	[ˈkɔləm]	n.柱，支柱，圆柱		Try to recall "column" before checking the answer.	core,official
word	comb	[kəum]	n.梳子 vt.梳理		Try to recall "comb" before checking the answer.	core,official
word	combination	[ˌkɔmbiˈnei∫ən]	n.结合,联合;化合		Try to recall "combination" before checking the answer.	core,official
word	combine	[kəmˈbain]	vt.使结合；兼有		Try to recall "combine" before checking the answer.	core,official
word	come	[kʌm]	vi.来，来到；出现		Try to recall "come" before checking the answer.	core,official
word	comfort	[ˈkʌmfət]	n.舒适；安慰 vt.安慰		Try to recall "comfort" before checking the answer.	core,official
word	comfortable	[ˈkʌmfətəbl]	a.舒适的，安慰的		Try to recall "comfortable" before checking the answer.	core,official
word	command	[kəˈmɑːnd]	vt.命令，指挥；控制		Try to recall "command" before checking the answer.	core,official
word	commander	[kəˈmɑːndə]	n.司令官，指挥员		Try to recall "commander" before checking the answer.	core,official
word	comment	[ˈkɔment]	n.评论，意见；注释		Try to recall "comment" before checking the answer.	core,official
word	commerce	[ˈkɔmə(ː)s]	n.商业，贸易；社交		Try to recall "commerce" before checking the answer.	core,official
word	commercial	[kəˈməː∫əl]	a.商业的；商品化的		Try to recall "commercial" before checking the answer.	core,official
word	commission	[kəˈmi∫ən]	n.委任状；委员会		Try to recall "commission" before checking the answer.	core,official
word	commit	[kəˈmit]	vt.犯(错误);干(坏事)		Try to recall "commit" before checking the answer.	core,official
word	committee	[kəˈmiti]	n.委员会；全体委员		Try to recall "committee" before checking the answer.	core,official
word	common	[ˈkɔmən]	a.普通的；共同的		Try to recall "common" before checking the answer.	core,official
word	commonly	[ˈkɔmənli]	ad.普通地，一般地		Try to recall "commonly" before checking the answer.	core,official
word	communicate	[kəˈmjuːnikeit]	vi.通讯;传达;传播		Try to recall "communicate" before checking the answer.	core,official
word	communication	[kəˌmjuːniˈkei∫n]	n.通讯;传达；交通		Try to recall "communication" before checking the answer.	core,official
word	communism	[ˈkɔmjunizəm]	n.共产主义		Try to recall "communism" before checking the answer.	core,official
word	communist	[ˈkɔmjunist]	n.共产党员		Try to recall "communist" before checking the answer.	core,official
word	community	[kəˈmjuːniti]	n.社区；社会；公社		Try to recall "community" before checking the answer.	core,official
word	companion	[kəmˈpænjən]	n.同伴;共事者;伴侣		Try to recall "companion" before checking the answer.	core,official
word	company	[ˈkʌmpəni]	n.公司，商号；同伴		Try to recall "company" before checking the answer.	core,official
word	comparative	[kəmˈpærətiv]	a.比较的，相对的		Try to recall "comparative" before checking the answer.	core,official
word	compare	[kəmˈpeə]	vt.比较，对照；比作		Try to recall "compare" before checking the answer.	core,official
word	comparison	[kəmˈpærisn]	n.比较，对照；比似		Try to recall "comparison" before checking the answer.	core,official
word	compass	[ˈkʌmpəs]	n.罗盘，指南针；圆规		Try to recall "compass" before checking the answer.	core,official
word	compel	[kəmˈpel]	vt.强迫，迫使屈服		Try to recall "compel" before checking the answer.	core,official
word	compete	[kəmˈpiːt]	vi.比赛；竞争；对抗		Try to recall "compete" before checking the answer.	core,official
word	competent	[ˈkɔmpitənt]	a.有能力的；应该做的		Try to recall "competent" before checking the answer.	core,official
word	competition	[kɔmpiˈti∫ən]	n.竞争，比赛		Try to recall "competition" before checking the answer.	core,official
word	compile	[kəmˈpail]	vt.编辑，编制，搜集		Try to recall "compile" before checking the answer.	core,official
word	complain	[kəmˈplein]	vi.抱怨，拆苦；控告		Try to recall "complain" before checking the answer.	core,official
word	complaint	[kəmˈpleint]	n.抱怨；怨言；控告		Try to recall "complaint" before checking the answer.	core,official
word	complete	[kəmˈpliːt]	a.完整的；完成的		Try to recall "complete" before checking the answer.	core,official
word	completely	[kəmˈpliːtli]	ad.十分，完全地		Try to recall "completely" before checking the answer.	core,official
word	complex	[ˈkɔmpleks]	a.结合的；复杂的		Try to recall "complex" before checking the answer.	core,official
word	complicate	[ˈkɔmplikeit]	vt.使复杂；使陷入		Try to recall "complicate" before checking the answer.	core,official
word	complicated	[ˈkɔmplikeitid]	a.复杂的，难懂的		Try to recall "complicated" before checking the answer.	core,official
word	component	[kəmˈpəunənt]	n.组成部分；分；组件		Try to recall "component" before checking the answer.	core,official
word	compose	[kəmˈpəuz]	vt.组成，构成；创作		Try to recall "compose" before checking the answer.	core,official
word	composition	[kɔmpəˈzi∫ən]	n.构成；作品；写作		Try to recall "composition" before checking the answer.	core,official
word	compound	[ˈkɔmpaund]	n.化合物；复合词		Try to recall "compound" before checking the answer.	core,official
word	comprehension	[ˌkɔmpriˈhen∫ən]	n.理解，理解力；领悟		Try to recall "comprehension" before checking the answer.	core,official
word	comprehensive	[ˌkɔmpriˈhensiv]	a.广泛的；理解的		Try to recall "comprehensive" before checking the answer.	core,official
word	compress	[kəmˈpres]	vt.压紧，压缩		Try to recall "compress" before checking the answer.	core,official
word	comprise	[kəmˈpraiz]	vt.包含，包括；构成		Try to recall "comprise" before checking the answer.	core,official
word	compromise	[ˈkɔmprəmaiz]	n.妥协，和解		Try to recall "compromise" before checking the answer.	core,official
word	compute	[kəmˈpjuːt]	vt.计算，估计，估算		Try to recall "compute" before checking the answer.	core,official
word	computer	[kəmˈpjuːtə]	n.计算机，电脑		Try to recall "computer" before checking the answer.	core,official
word	comrade	[ˈkɔmrid]	n.同志，亲密的同伴		Try to recall "comrade" before checking the answer.	core,official
word	conceal	[kənˈsiːl]	vt.把…隐藏起来		Try to recall "conceal" before checking the answer.	core,official
word	concentrate	[ˈkɔnsentreit]	vt.集中；聚集；浓缩		Try to recall "concentrate" before checking the answer.	core,official
word	concentration	[ˌkɔnsenˈtrei∫ən]	n.集中;专注;浓缩		Try to recall "concentration" before checking the answer.	core,official
word	concept	[ˈkɔnsept]	n.概念，观念，设想		Try to recall "concept" before checking the answer.	core,official
word	concern	[kənˈsəːn]	n.关心，挂念；关系		Try to recall "concern" before checking the answer.	core,official
word	concerning	[kənˈsəːniŋ]	prep.关于		Try to recall "concerning" before checking the answer.	core,official
word	concert	[ˈkɔnsət]	n.音乐会，演奏会		Try to recall "concert" before checking the answer.	core,official
word	conclude	[kənˈkluːd]	vt.推断出；结束		Try to recall "conclude" before checking the answer.	core,official
word	conclusion	[kənˈkluːʒən]	n.结论，推论；结尾		Try to recall "conclusion" before checking the answer.	core,official
word	concrete	[ˈkɔnkriːt]	n.混凝土；具体物		Try to recall "concrete" before checking the answer.	core,official
word	condemn	[kənˈdem]	vt.谴责，指责；判刑		Try to recall "condemn" before checking the answer.	core,official
word	condense	[kənˈdens]	vt.压缩，使缩短		Try to recall "condense" before checking the answer.	core,official
word	condition	[kənˈdi∫ən]	n.状况，状态；环境		Try to recall "condition" before checking the answer.	core,official
word	conduct	[ˈkɔndʌkt,-dəkt]	n.举止，行为；指导		Try to recall "conduct" before checking the answer.	core,official
word	conductor	[kənˈdʌktə]	n.售票员；(乐队)指挥		Try to recall "conductor" before checking the answer.	core,official
word	conference	[ˈkɔnfərəns]	n.会议，讨论会		Try to recall "conference" before checking the answer.	core,official
word	confess	[kənˈfes]	vt.供认，承认；坦白		Try to recall "confess" before checking the answer.	core,official
word	confidence	[ˈkɔnfidəns]	n.信任；信赖；信心		Try to recall "confidence" before checking the answer.	core,official
word	confident	[ˈkɔnfidənt]	n.确信的，自信的		Try to recall "confident" before checking the answer.	core,official
word	confine	[ˈkɔnfain]	vt.限制；禁闭		Try to recall "confine" before checking the answer.	core,official
word	confirm	[kənˈfəːm]	vt.证实，肯定；批准		Try to recall "confirm" before checking the answer.	core,official
word	conflict	[ˈkɔnflikt]	n.争论；冲突；斗争		Try to recall "conflict" before checking the answer.	core,official
word	confuse	[kənˈfjuːz]	vt.使混乱，混淆		Try to recall "confuse" before checking the answer.	core,official
word	confusion	[kənˈfjuːʒən]	n.混乱；骚乱；混淆		Try to recall "confusion" before checking the answer.	core,official
word	congratulate	[kənˈgrætjuleit]	vt.祝贺,向…道喜		Try to recall "congratulate" before checking the answer.	core,official
word	congratulation	[kənˌgrætjuˈlei∫ən]	n.祝贺(词)		Try to recall "congratulation" before checking the answer.	core,official
word	congress	[ˈkɔŋgres]	n.大会；国会，议会		Try to recall "congress" before checking the answer.	core,official
word	conjunction	[kənˈdʒʌŋk∫ən]	n.接合,连接(词)		Try to recall "conjunction" before checking the answer.	core,official
word	connect	[kəˈnekt]	vt.连接，连结；联系		Try to recall "connect" before checking the answer.	core,official
word	connection	[kəˈnek∫ən]	n.连接，联系；连贯性		Try to recall "connection" before checking the answer.	core,official
word	conquer	[ˈkɔŋkə]	vt.征服，战胜；破除		Try to recall "conquer" before checking the answer.	core,official
word	conquest	[ˈkɔŋkwest]	n.攻取，征服；克服		Try to recall "conquest" before checking the answer.	core,official
word	conscience	[ˈkɔn∫əns]	n.良心，道德心		Try to recall "conscience" before checking the answer.	core,official
word	conscious	[ˈkɔn∫əs]	a.意识到的；有意的		Try to recall "conscious" before checking the answer.	core,official
word	consciousness	[ˈkɔn∫əsnis]	n.意识,觉悟;知觉		Try to recall "consciousness" before checking the answer.	core,official
word	consent	[kənˈsent]	n.同意，赞成 vi.同意		Try to recall "consent" before checking the answer.	core,official
word	consequence	[ˈkɔnsikwəns]	n.结果，后果		Try to recall "consequence" before checking the answer.	core,official
word	consequently	[ˈkɔnsikwəntli]	ad.因此/而,所以		Try to recall "consequently" before checking the answer.	core,official
word	conservation	[ˌkɔnsə(ː)ˈvei∫ən]	n.保存，保护；守恒		Try to recall "conservation" before checking the answer.	core,official
word	conservative	[kənˈsəːvətiv]	a.保守的 n.保守的人		Try to recall "conservative" before checking the answer.	core,official
word	consider	[kənˈsidə]	vt.认为；考虑；关心		Try to recall "consider" before checking the answer.	core,official
word	considerable	[kənˈsidərəbl]	a.相当大的;重要的		Try to recall "considerable" before checking the answer.	core,official
word	considerate	[kənˈsidərit]	a.考虑周到的；体谅的		Try to recall "considerate" before checking the answer.	core,official
word	consideration	[kənsidəˈrei∫ən]	n.考虑，思考；体贴		Try to recall "consideration" before checking the answer.	core,official
word	consist	[kənˈsist]	vi.由…组成；在于		Try to recall "consist" before checking the answer.	core,official
word	consistent	[kənˈsistənt]	a.坚持的，一贯的		Try to recall "consistent" before checking the answer.	core,official
word	constant	[ˈkɔnstənt]	a.经常的；永恒的		Try to recall "constant" before checking the answer.	core,official
word	constitution	[ˌkɔnstiˈtjuː∫ən]	n.章程;体质;构造		Try to recall "constitution" before checking the answer.	core,official
word	construct	[kənˈstrʌkt]	vt.建造；建设；构筑		Try to recall "construct" before checking the answer.	core,official
word	construction	[kənˈstrʌk∫ən]	n.建造;建筑(物)		Try to recall "construction" before checking the answer.	core,official
word	consult	[kənˈsʌlt]	vt.请教，查阅		Try to recall "consult" before checking the answer.	core,official
word	consume	[kənˈsjuːm]	vt.消耗，消费；消灭		Try to recall "consume" before checking the answer.	core,official
word	consumption	[kənˈsʌmp∫ən]	n.消耗量；消耗		Try to recall "consumption" before checking the answer.	core,official
word	contact	[ˈkɔntækt]	vt.使接触；与…联系		Try to recall "contact" before checking the answer.	core,official
word	contain	[kənˈtein]	vt.包含，容纳；等于		Try to recall "contain" before checking the answer.	core,official
word	container	[kənˈteinə]	n.容器；集装箱		Try to recall "container" before checking the answer.	core,official
word	contemporary	[kənˈtempərəri]	a.当代的，同时代的		Try to recall "contemporary" before checking the answer.	core,official
word	contempt	[kənˈtempt]	n.轻蔑；藐视；受辱		Try to recall "contempt" before checking the answer.	core,official
word	content	[kənˈtent]	n.内容，目录；容量		Try to recall "content" before checking the answer.	core,official
word	content	[kənˈtent]	a.满意的，满足的		Try to recall "content" before checking the answer.	core,official
word	contest	[ˈkɔntest]	vt.争夺，争取；辩驳		Try to recall "contest" before checking the answer.	core,official
word	continent	[ˈkɔntinənt]	n.大陆；陆地；洲		Try to recall "continent" before checking the answer.	core,official
word	continual	[kənˈtinjuəl]	a.不断的；连续的		Try to recall "continual" before checking the answer.	core,official
word	continue	[kənˈtinjuː]	vt.继续，连续；延伸		Try to recall "continue" before checking the answer.	core,official
word	continuous	[kənˈtinjuəs]	a.连续不断的，持续的		Try to recall "continuous" before checking the answer.	core,official
word	contract	[ˈkɔntrækt]	n.契约，合同；婚约		Try to recall "contract" before checking the answer.	core,official
word	contradiction	[ˌkɔntrəˈdik∫ən]	n.矛盾，不一致；否认		Try to recall "contradiction" before checking the answer.	core,official
word	contrary	[ˈkɔntrəri]	a.相反的 n.相反		Try to recall "contrary" before checking the answer.	core,official
